"playerID","yearID","AB","H","BB","HBP","X2B","X3B","HR","SF","Games","POS","birthYear","birthMonth","birthDay","Age","Age_centered","SLG","OBP","wRC_plus"
"claytro01",2004,574,160,48,4,36,4,8,2,1693,"SS",1970,1,2,34,4,0.397212543554007,0.337579617834395,112.401961872212
"clossjd01",2004,113,36,6,2,6,0,1,0,141,"C",1980,1,15,24,-6,0.398230088495575,0.363636363636364,117.22445695897
"estessh01",2004,72,17,1,0,3,1,0,0,283,"P",1973,2,18,31,1,0.305555555555556,0.246575342465753,84.1057838660578
"freemch01",2004,90,17,14,0,3,2,1,0,98,"OF",1979,10,20,24,-6,0.3,0.298076923076923,92.6538461538462
"gonzalu02",2004,322,94,15,4,17,2,12,1,276,"2B",1979,6,26,25,-5,0.468944099378882,0.330409356725146,120.436417129781
"greento02",2004,195,55,13,0,14,0,10,1,363,"C",1971,5,8,33,3,0.507692307692308,0.325358851674641,124.564593301435
"hawpebr01",2004,105,26,11,1,3,2,3,1,823,"OF",1979,6,22,25,-5,0.4,0.322033898305085,109.966101694915
"heltoto01",2004,547,190,127,3,49,2,32,6,2193,"1B",1973,8,20,30,0,0.619744058500914,0.468521229868228,164.9005489814
"hockide01",2004,94,19,7,0,2,0,0,0,940,"SS",1970,4,2,34,4,0.223404255319149,0.257425742574257,75.3791868548557
"hollima01",2004,400,116,31,6,31,3,14,1,1731,"OF",1980,1,15,24,-6,0.4875,0.349315068493151,126.251712328767
"jennija01",2004,71,17,2,0,4,0,1,0,225,"P",1978,7,17,25,-5,0.338028169014085,0.26027397260274,90.7929770403241
"johnsch04",2004,305,72,49,5,20,0,13,1,1156,"C",1971,7,20,32,2,0.429508196721311,0.35,118.83606557377
"milesaa01",2004,522,153,29,2,15,3,6,6,844,"2B",1976,12,15,27,-3,0.367816091954023,0.329159212880143,107.064750272449
"pelloki01",2004,121,29,8,4,5,1,2,0,80,"1B",1973,8,28,30,0,0.347107438016529,0.308270676691729,100.61268874666
"piedrjo01",2004,91,27,5,1,8,0,3,0,65,"OF",1979,4,17,25,-5,0.483516483516484,0.34020618556701,124.094256259205
"reyesre01",2004,61,9,5,0,2,0,0,0,57,"OF",1978,2,21,26,-4,0.180327868852459,0.212121212121212,61.6244411326379
"sweenma01",2004,177,47,32,2,12,2,9,4,461,"1B",1969,10,26,34,4,0.508474576271186,0.376744186046512,133.915648403626
"walkela01",2004,108,35,25,4,9,3,6,1,1229,"OF",1966,12,1,37,7,0.62962962962963,0.463768115942029,165.330112721417
"wilsopr01",2004,202,50,17,3,11,0,6,0,1059,"OF",1974,7,19,29,-1,0.391089108910891,0.315315315315315,107.598340915173
"ardoida01",2005,210,48,20,9,10,0,6,2,165,"C",1974,7,8,30,0,0.361904761904762,0.319502074688797,104.557992491602
"atkinga01",2005,519,149,45,5,31,1,13,4,781,"3B",1979,12,12,25,-5,0.425818882466281,0.347294938917976,117.869543725852
"barmecl01",2005,350,101,16,6,19,1,10,1,1166,"SS",1979,3,6,26,-4,0.434285714285714,0.329758713136729,115.813711221754
"bigbila01",2005,66,14,3,1,1,1,0,0,355,"OF",1977,11,4,27,-3,0.257575757575758,0.257142857142857,79.7705627705628
"byrneer01",2005,53,10,7,0,2,0,0,0,889,"OF",1976,2,16,29,-1,0.226415094339623,0.283333333333333,80.4339622641509
"clossjd01",2005,237,52,32,1,12,2,7,1,141,"C",1980,1,15,25,-5,0.375527426160338,0.313653136531365,105.27612997649
"francje01",2005,58,6,7,0,2,0,0,0,254,"P",1981,1,8,24,-6,0.137931034482759,0.2,53.9310344827586
"garabed01",2005,88,27,8,3,5,0,1,0,20,"2B",1976,12,2,28,-2,0.397727272727273,0.383838383838384,120.795454545455
"gonzalu02",2005,404,118,20,6,25,0,9,3,276,"2B",1979,6,26,26,-4,0.420792079207921,0.33256351039261,114.564402167699
"greento02",2005,126,32,7,1,4,0,7,0,363,"C",1971,5,8,34,4,0.452380952380952,0.298507462686567,112.540867093106
"hawpebr01",2005,305,80,43,0,10,3,9,3,823,"OF",1979,6,22,26,-4,0.40327868852459,0.35042735042735,115.50315258512
"heltoto01",2005,509,163,106,9,45,2,20,1,2193,"1B",1973,8,20,31,1,0.534381139489195,0.4448,149.533548133595
"hollima01",2005,479,147,36,7,24,7,19,4,1731,"OF",1980,1,15,25,-5,0.505219206680585,0.361216730038023,130.69750827532
"milesaa01",2005,324,91,8,4,12,3,2,1,844,"2B",1976,12,15,28,-2,0.354938271604938,0.305637982195846,101.156812103894
"mohrdu01",2005,266,57,23,2,10,3,17,2,438,"OF",1976,6,19,29,-1,0.466165413533835,0.279863481228669,110.976930380559
"piedrjo01",2005,112,35,10,1,8,1,6,1,65,"OF",1979,4,17,26,-4,0.5625,0.370967741935484,139.899193548387
"quintom01",2005,128,28,9,0,1,1,0,0,383,"2B",1981,10,24,23,-7,0.2421875,0.27007299270073,80.0975136861314
"relafde01",2005,210,47,22,4,13,2,1,1,932,"2B",1973,9,16,31,1,0.319047619047619,0.308016877637131,96.919228450874
"shealry01",2005,91,30,13,0,7,0,2,0,145,"1B",1979,8,29,25,-5,0.472527472527473,0.413461538461538,135.851648351648
"sullico01",2005,378,111,28,3,15,4,4,5,352,"OF",1979,8,20,25,-5,0.386243386243386,0.342995169082126,111.950770646423
"wilsopr01",2005,267,69,25,1,15,1,15,2,1059,"OF",1974,7,19,30,0,0.49063670411985,0.322033898305085,121.748873230496
"wrighja01",2005,55,8,1,0,1,0,0,0,719,"P",1974,12,24,30,0,0.163636363636364,0.160714285714286,50.2012987012987
"ardoida01",2006,109,21,8,2,5,1,0,0,165,"C",1974,7,8,31,1,0.256880733944954,0.260504201680672,80.285251715365
"atkinga01",2006,602,198,79,7,48,1,29,7,781,"3B",1979,12,12,26,-4,0.556478405315615,0.40863309352518,145.896149525562
"bakerje03",2006,57,21,1,0,7,2,5,0,551,"3B",1981,6,21,25,-5,0.824561403508772,0.379310344827586,175.468844525106
"barmecl01",2006,478,105,22,9,26,4,7,7,1166,"SS",1979,3,6,27,-3,0.334728033472803,0.263565891472868,90.9565048165807
"carroja01",2006,463,139,56,3,23,5,5,3,1240,"2B",1974,2,18,32,2,0.403887688984881,0.377142857142857,120.391113853749
"clossjd01",2006,97,19,12,1,3,1,2,1,141,"C",1980,1,15,26,-4,0.309278350515464,0.288288288288288,92.0980774589022
"cookaa01",2006,58,3,4,0,0,0,0,0,256,"P",1979,2,8,27,-3,0.0517241379310345,0.112903225806452,27.0467185761958
"foggjo01",2006,51,5,3,1,1,0,0,0,243,"P",1976,12,13,29,-1,0.117647058823529,0.163636363636364,44.7486631016043
"francje01",2006,61,7,8,0,0,0,0,2,254,"P",1981,1,8,25,-5,0.114754098360656,0.211267605633803,52.9462018009698
"freemch01",2006,173,41,14,1,6,3,2,0,98,"OF",1979,10,20,26,-4,0.341040462427746,0.297872340425532,97.9522813922027
"gonzalu02",2006,149,36,4,2,9,1,2,1,276,"2B",1979,6,26,27,-3,0.355704697986577,0.269230769230769,94.7031491997935
"hawpebr01",2006,499,146,74,0,33,6,22,2,823,"OF",1979,6,22,27,-3,0.51503006012024,0.382608695652174,135.823473033023
"heltoto01",2006,546,165,91,6,40,5,15,6,2193,"1B",1973,8,20,32,2,0.476190476190476,0.403697996918336,134.570401350062
"hollima01",2006,602,196,47,15,45,5,34,3,1731,"OF",1980,1,15,26,-4,0.586378737541528,0.386806596701649,145.854423286696
"iannech01",2006,77,20,13,1,4,0,2,1,1133,"C",1983,4,8,23,-7,0.38961038961039,0.369565217391304,117.171089779785
"jennija01",2006,62,8,3,0,1,0,0,0,225,"P",1978,7,17,27,-3,0.145161290322581,0.169230769230769,49.3325062034739
"marreel01",2006,60,13,11,1,3,0,4,0,679,"C",1973,11,17,32,2,0.466666666666667,0.347222222222222,123.166666666667
"matsuka01",2006,113,39,10,0,6,3,2,2,586,"2B",1975,10,23,30,0,0.504424778761062,0.392,136.135221238938
"ojedami01",2006,74,17,8,0,3,0,2,0,175,"1B",1975,1,29,31,1,0.351351351351351,0.304878048780488,100.553724456163
"piedrjo01",2006,59,10,3,1,2,0,3,0,65,"OF",1979,4,17,27,-3,0.355932203389831,0.222222222222222,86.271186440678
"salazje01",2006,53,15,11,1,4,0,1,1,95,"OF",1980,11,24,25,-5,0.415094339622642,0.409090909090909,127.598627787307
"smithja05",2006,99,26,7,2,1,0,5,0,212,"SS",1977,7,24,28,-2,0.424242424242424,0.324074074074074,113.484848484848
"spilbry01",2006,167,48,14,0,6,3,4,3,453,"OF",1979,9,5,26,-4,0.431137724550898,0.33695652173913,116.70007810466
"sullico01",2006,386,103,32,1,26,10,2,5,352,"OF",1979,8,20,26,-4,0.401554404145078,0.320754716981132,109.937921595464
"torreyo01",2006,223,55,11,4,16,3,7,1,860,"C",1978,7,19,27,-3,0.439461883408072,0.292887029288703,109.849710115016
"tulowtr01",2006,96,23,10,1,2,0,1,0,1268,"SS",1984,10,10,21,-9,0.291666666666667,0.317757009345794,95.1129283489096
"atkinga01",2007,605,182,67,2,35,1,25,10,781,"3B",1979,12,12,27,-3,0.48595041322314,0.366959064327485,129.226185297956
"bakerje03",2007,144,32,13,2,2,2,4,0,551,"3B",1981,6,21,26,-4,0.347222222222222,0.29559748427673,98.3464360587002
"carroja01",2007,227,51,28,4,9,1,2,3,1240,"2B",1974,2,18,33,3,0.299559471365639,0.316793893129771,95.9656320408918
"finlest01",2007,94,17,8,0,3,0,1,0,1734,"OF",1965,3,12,42,12,0.24468085106383,0.245098039215686,75.9261576971214
"foggjo01",2007,53,7,1,0,0,0,0,0,243,"P",1976,12,13,30,0,0.132075471698113,0.148148148148148,43.8364779874214
"francje01",2007,64,12,2,0,3,0,0,0,254,"P",1981,1,8,26,-4,0.234375,0.212121212121212,68.6505681818182
"hawpebr01",2007,516,150,81,3,33,4,29,5,823,"OF",1979,6,22,28,-2,0.538759689922481,0.386776859504132,139.658594400666
"heltoto01",2007,557,178,116,2,42,2,17,7,2193,"1B",1973,8,20,33,3,0.493716337522442,0.434017595307918,142.306291033343
"hollima01",2007,636,216,63,10,50,6,36,4,1731,"OF",1980,1,15,27,-3,0.606918238993711,0.405329593267882,151.858697857401
"iannech01",2007,197,43,29,5,8,3,4,2,1133,"C",1983,4,8,24,-6,0.350253807106599,0.330472103004292,105.01797346463
"matsuka01",2007,410,118,34,0,24,6,4,1,586,"2B",1975,10,23,31,1,0.404878048780488,0.341573033707865,114.117292408879
"quintom01",2007,70,16,5,0,4,0,0,0,383,"2B",1981,10,24,25,-5,0.285714285714286,0.28,87.5428571428572
"spilbry01",2007,264,79,28,2,14,1,11,6,453,"OF",1979,9,5,27,-3,0.484848484848485,0.363333333333333,128.430303030303
"sullico01",2007,140,40,9,2,6,1,2,1,352,"OF",1979,8,20,27,-3,0.385714285714286,0.335526315789474,110.537593984962
"taverwi01",2007,372,119,21,7,13,2,2,1,623,"OF",1981,12,25,25,-5,0.381720430107527,0.366583541147132,115.608693320462
"torreyo01",2007,396,101,34,6,22,1,8,1,860,"C",1978,7,19,28,-2,0.376262626262626,0.322654462242563,106.991944617803
"tulowtr01",2007,609,177,57,9,33,5,24,2,1268,"SS",1984,10,10,22,-8,0.479474548440066,0.358936484490399,126.94025850548
"atkinga01",2008,611,175,40,3,32,3,21,10,781,"3B",1979,12,12,28,-2,0.451718494271686,0.328313253012048,117.819789797488
"bakerje03",2008,299,80,26,1,22,1,12,6,551,"3B",1981,6,21,27,-3,0.468227424749164,0.322289156626506,118.881613410162
"barmecl01",2008,393,114,17,2,25,6,11,1,1166,"SS",1979,3,6,29,-1,0.468193384223919,0.322033898305085,118.831241644025
"cookaa01",2008,60,14,2,0,1,0,0,0,256,"P",1979,2,8,29,-1,0.25,0.258064516129032,78.9516129032258
"hawpebr01",2008,488,138,76,3,24,3,25,2,823,"OF",1979,6,22,29,-1,0.497950819672131,0.381370826010545,133.380355239275
"heltoto01",2008,299,79,61,1,16,0,7,0,2193,"1B",1973,8,20,34,4,0.387959866220736,0.390581717451524,120.73949174997
"herrejo03",2008,61,14,4,0,1,1,0,0,426,"2B",1984,11,3,23,-7,0.278688524590164,0.276923076923077,86.0756620428752
"hollima01",2008,539,173,74,8,38,2,25,2,1731,"OF",1980,1,15,28,-2,0.538033395176252,0.409309791332263,143.62010381272
"iannech01",2008,333,88,56,14,22,2,18,2,1133,"C",1983,4,8,25,-5,0.504504504504504,0.390123456790123,135.807807807808
"jimenub01",2008,67,3,3,0,0,0,0,0,329,"P",1984,1,22,24,-6,0.0447761194029851,0.0857142857142857,21.2494669509595
"nixja01",2008,56,7,7,1,2,0,0,0,445,"2B",1982,8,26,25,-5,0.160714285714286,0.234375,63.0803571428571
"podsesc01",2008,162,41,16,1,8,1,1,1,974,"OF",1976,3,18,32,2,0.333333333333333,0.322222222222222,101.333333333333
"quintom01",2008,210,50,15,0,17,0,2,1,383,"2B",1981,10,24,26,-4,0.347619047619048,0.287610619469027,96.960387694901
"smithse01",2008,108,28,15,0,7,0,4,0,903,"OF",1982,9,30,25,-5,0.435185185185185,0.349593495934959,119.500903342367
"spilbry01",2008,233,73,38,1,14,2,6,3,453,"OF",1979,9,5,28,-2,0.467811158798283,0.407272727272727,134.124541552868
"stewaia01",2008,266,69,30,7,18,2,10,1,470,"3B",1985,4,5,23,-7,0.454887218045113,0.348684210526316,121.898496240602
"taverwi01",2008,479,120,36,5,15,2,1,3,623,"OF",1981,12,25,26,-4,0.296450939457203,0.307839388145315,93.9497119955931
"torreyo01",2008,236,58,12,5,17,0,6,3,860,"C",1978,7,19,29,-1,0.394067796610169,0.29296875,103.963188559322
"tulowtr01",2008,377,99,38,2,24,2,8,2,1268,"SS",1984,10,10,23,-7,0.40053050397878,0.331742243436754,111.782569335857
"atkinga01",2009,354,80,41,2,12,1,9,2,781,"3B",1979,12,12,29,-1,0.34180790960452,0.308270676691729,99.9237500530988
"barmecl01",2009,550,135,31,10,32,3,23,7,1166,"SS",1979,3,6,30,0,0.44,0.294314381270903,110.176588628763
"delarjo01",2009,57,7,1,0,2,0,0,0,430,"P",1981,4,5,28,-2,0.157894736842105,0.137931034482759,45.3539019963702
"fowlede01",2009,433,115,67,1,29,10,4,3,1361,"OF",1986,3,22,23,-7,0.406466512702079,0.363095238095238,118.197789508413
"gonzaca01",2009,278,79,28,3,14,7,13,3,1305,"OF",1985,10,17,23,-7,0.525179856115108,0.352564102564103,131.734919756502
"hammeja01",2009,55,6,2,0,1,0,0,0,377,"P",1982,9,2,26,-4,0.127272727272727,0.140350877192982,41.8086124401914
"hawpebr01",2009,501,143,79,4,42,3,23,4,823,"OF",1979,6,22,30,0,0.518962075848303,0.384353741496599,136.648743329667
"heltoto01",2009,544,177,89,2,38,3,15,10,2193,"1B",1973,8,20,35,5,0.488970588235294,0.415503875968992,138.356874145007
"iannech01",2009,289,66,43,11,15,2,16,6,1133,"C",1983,4,8,26,-4,0.460207612456747,0.343839541547278,121.718107097887
"jimenub01",2009,59,13,6,0,0,0,0,0,329,"P",1984,1,22,25,-5,0.220338983050847,0.292307692307692,81.2594524119948
"marquja01",2009,64,11,2,0,3,0,0,0,377,"P",1978,8,21,30,0,0.21875,0.196969696969697,63.8920454545455
"murtoma01",2009,52,13,4,0,5,0,1,0,279,"OF",1981,10,3,27,-3,0.403846153846154,0.303571428571429,107.142857142857
"quintom01",2009,58,10,8,0,2,0,0,0,383,"2B",1981,10,24,27,-3,0.206896551724138,0.272727272727273,75.987460815047
"smithse01",2009,335,98,46,2,20,4,15,3,903,"OF",1982,9,30,26,-4,0.51044776119403,0.378238341968912,134.441110509628
"spilbry01",2009,352,85,34,2,24,3,8,2,453,"OF",1979,9,5,29,-1,0.394886363636364,0.31025641025641,107.181381118881
"stewaia01",2009,425,97,56,5,19,3,25,5,470,"3B",1985,4,5,24,-6,0.463529411764706,0.321792260692464,118.181430454055
"torreyo01",2009,213,62,21,1,11,1,2,4,860,"C",1978,7,19,30,0,0.380281690140845,0.351464435146443,112.70021804467
"tulowtr01",2009,543,161,73,3,25,9,32,9,1268,"SS",1984,10,10,24,-6,0.552486187845304,0.377388535031847,139.753140725622
"younger03",2009,57,14,4,0,1,0,1,0,447,"2B",1985,5,25,24,-6,0.315789473684211,0.295081967213115,94.167385677308
"barmecl01",2010,387,91,35,5,21,0,8,3,1166,"SS",1979,3,6,31,1,0.351421188630491,0.304651162790698,100.521963824289
"fowlede01",2010,439,114,57,2,20,14,6,0,1361,"OF",1986,3,22,24,-6,0.41002277904328,0.347389558232932,115.833081757554
"giambja01",2010,176,43,35,6,9,0,6,5,1490,"1B",1971,1,8,39,9,0.397727272727273,0.378378378378378,119.812653562654
"gonzaca01",2010,587,197,40,2,34,9,34,7,1305,"OF",1985,10,17,24,-6,0.597955706984668,0.375786163522013,145.375751341969
"hammeja01",2010,57,6,1,0,1,0,0,0,377,"P",1982,9,2,27,-3,0.12280701754386,0.120689655172414,37.6890502117362
"hawpebr01",2010,259,66,36,1,21,2,7,4,823,"OF",1979,6,22,31,1,0.432432432432432,0.343333333333333,118.016216216216
"heltoto01",2010,398,102,67,2,18,1,8,6,2193,"1B",1973,8,20,36,6,0.366834170854271,0.361522198731501,112.762437982725
"herrejo03",2010,222,63,25,0,6,2,1,3,426,"2B",1984,11,3,25,-5,0.342342342342342,0.352,107.864504504504
"iannech01",2010,188,37,30,4,6,1,9,1,1133,"C",1983,4,8,27,-3,0.382978723404255,0.318385650224215,107.096651082912
"jimenub01",2010,77,8,2,0,0,0,0,0,329,"P",1984,1,22,26,-4,0.103896103896104,0.126582278481013,36.2913036330758
"morame01",2010,316,90,31,5,12,5,7,0,1525,"2B",1972,2,2,38,8,0.420886075949367,0.357954545454545,119.147008055236
"olivomi01",2010,394,106,27,1,17,6,14,3,1055,"C",1978,7,15,31,1,0.449238578680203,0.315294117647059,115.153956404897
"smithse01",2010,358,88,35,2,19,5,17,3,903,"OF",1982,9,30,27,-3,0.46927374301676,0.314070351758794,117.538249908762
"spilbry01",2010,341,95,39,5,20,2,10,1,453,"OF",1979,9,5,30,0,0.436950146627566,0.360103626943005,121.622171911325
"stewaia01",2010,386,99,45,5,14,2,18,5,470,"3B",1985,4,5,25,-5,0.44300518134715,0.337868480725624,118.407000105742
"tulowtr01",2010,470,148,48,5,32,3,27,5,1268,"SS",1984,10,10,25,-5,0.568085106382979,0.380681818181818,142.373791102515
"younger03",2010,172,42,17,0,5,1,0,0,447,"2B",1985,5,25,25,-5,0.284883720930233,0.312169312169312,93.2253599114064
"alfonel01",2011,75,20,3,1,1,0,1,0,164,"C",1979,2,7,32,2,0.32,0.30379746835443,96.2835443037975
"blackch02",2011,98,25,3,0,1,0,1,0,1245,"OF",1986,7,1,24,-6,0.295918367346939,0.277227722772277,88.370377854112
"chacijh01",2011,61,10,1,1,1,0,0,0,338,"P",1988,1,7,23,-7,0.180327868852459,0.19047619047619,57.728337236534
"ellisma01",2011,263,72,14,3,13,0,6,1,1398,"2B",1977,6,6,34,4,0.391634980988593,0.316725978647687,107.923223685101
"fowlede01",2011,481,128,68,6,35,15,5,1,1361,"OF",1986,3,22,25,-5,0.432432432432432,0.363309352517986,121.611899669454
"giambja01",2011,131,34,17,3,6,0,13,1,1490,"1B",1971,1,8,40,10,0.603053435114504,0.355263157894737,142.344314985938
"gonzaca01",2011,481,142,48,7,27,3,26,6,1305,"OF",1985,10,17,25,-5,0.525987525987526,0.363468634686347,133.802732621921
"heltoto01",2011,421,127,59,3,27,0,14,8,2193,"1B",1973,8,20,37,7,0.465558194774347,0.384928716904277,129.809734363435
"herrejo03",2011,281,68,28,1,5,1,3,0,426,"2B",1984,11,3,26,-4,0.298932384341637,0.312903225806452,95.1837906095741
"iannech01",2011,345,82,70,5,17,1,14,4,1133,"C",1983,4,8,28,-2,0.414492753623188,0.370283018867925,120.535001367241
"kouzmke01",2011,98,25,4,5,5,0,3,1,657,"3B",1981,7,25,29,-1,0.397959183673469,0.314814814814815,108.401360544218
"lopezjo01",2011,125,26,3,1,4,0,2,0,996,"3B",1983,11,24,27,-3,0.288,0.232558139534884,79.3004651162791
"moraljo02",2011,60,16,9,0,3,0,0,2,62,"C",1983,2,20,28,-2,0.316666666666667,0.352112676056338,104.546948356808
"nelsoch01",2011,180,45,7,1,10,1,4,1,260,"2B",1985,9,3,25,-5,0.383333333333333,0.28042328042328,100.309523809524
"pachejo01",2011,84,24,3,1,1,0,2,0,283,"1B",1986,1,30,25,-5,0.369047619047619,0.318181818181818,105.248917748918
"rosarwi01",2011,54,11,2,0,3,1,3,1,388,"C",1989,2,23,22,-8,0.462962962962963,0.228070175438596,101.237816764133
"smithse01",2011,476,135,46,4,32,9,15,7,903,"OF",1982,9,30,28,-2,0.483193277310924,0.347091932457786,125.291673892822
"spilbry01",2011,200,42,19,2,8,1,3,2,453,"OF",1979,9,5,31,1,0.305,0.282511210762332,90.5020179372197
"stewaia01",2011,122,19,14,0,6,1,0,0,470,"3B",1985,4,5,26,-4,0.221311475409836,0.242647058823529,72.446962391514
"tulowtr01",2011,537,162,59,4,36,2,30,5,1268,"SS",1984,10,10,26,-4,0.543761638733706,0.371900826446281,137.631161795712
"wiggity01",2011,401,97,38,5,21,2,15,1,1284,"1B",1977,10,11,33,3,0.41645885286783,0.314606741573034,110.768864355964
"younger03",2011,198,49,26,3,4,3,0,1,447,"2B",1985,5,25,26,-4,0.297979797979798,0.342105263157895,100.316321105795
"blackch02",2012,113,32,4,3,8,0,2,0,1245,"OF",1986,7,1,25,-5,0.407079646017699,0.325,111.420353982301
"brownan02",2012,112,26,12,0,7,0,5,2,91,"OF",1984,9,10,27,-3,0.428571428571429,0.301587301587302,110
"colvity01",2012,420,122,21,2,27,10,18,1,372,"OF",1985,9,5,26,-4,0.530952380952381,0.326576576576577,127.807593307593
"cuddymi01",2012,358,93,32,0,30,2,16,4,1519,"1B",1979,3,27,33,3,0.488826815642458,0.317258883248731,120.654085018291
"fowlede01",2012,454,136,68,0,18,11,13,2,1361,"OF",1986,3,22,26,-4,0.473568281938326,0.389312977099237,131.640212529845
"giambja01",2012,89,20,20,2,4,0,1,2,1490,"1B",1971,1,8,41,11,0.303370786516854,0.371681415929204,106.340857114448
"gonzaca01",2012,518,157,56,2,31,5,22,3,1305,"OF",1985,10,17,26,-4,0.50965250965251,0.3713298791019,133.094204493168
"heltoto01",2012,240,57,39,1,16,1,7,3,2193,"1B",1973,8,20,38,8,0.4,0.342756183745583,113.696113074205
"hernara02",2012,184,40,6,2,10,0,5,2,1495,"C",1976,5,20,36,6,0.353260869565217,0.247422680412371,90.4599955177051
"herrejo03",2012,225,59,16,2,9,1,3,0,426,"2B",1984,11,3,27,-3,0.351111111111111,0.316872427983539,102.681481481481
"lemahdj01",2012,229,68,13,0,12,4,2,2,1467,"1B",1988,7,13,23,-7,0.410480349344978,0.331967213114754,113.116543775503
"mcbrima02",2012,78,16,1,1,2,0,2,1,56,"1B",1985,5,23,27,-3,0.307692307692308,0.222222222222222,80
"nelsoch01",2012,345,104,27,1,21,3,9,2,260,"2B",1985,9,3,26,-4,0.457971014492754,0.352,122.896231884058
"pachejo01",2012,475,147,22,3,32,3,5,4,283,"1B",1986,1,30,26,-4,0.421052631578947,0.341269841269841,116.165413533835
"rosarwi01",2012,396,107,25,1,19,0,28,4,388,"C",1989,2,23,23,-7,0.53030303030303,0.312206572769953,125.136577037985
